accessionNumber,cik10,company_name,download_url,filingDate,primaryDocument,saved_path,ticker
0000950170-22-013790,0001090012,DEVON ENERGY CORP/DE,https://www.sec.gov/Archives/edgar/data/1090012/000095017022013790/dvn-20220630.htm,2022-08-02,dvn-20220630.htm,sec_10q\DVN\DEVON ENERGY CORP_DE\2022_10-Q_2022-08-02_0000950170-22-013790.htm,DVN
0000950170-22-007007,0001090012,DEVON ENERGY CORP/DE,https://www.sec.gov/Archives/edgar/data/1090012/000095017022007007/dvn-20220331.htm,2022-05-03,dvn-20220331.htm,sec_10q\DVN\DEVON ENERGY CORP_DE\2022_10-Q_2022-05-03_0000950170-22-007007.htm,DVN
0001093557-25-000280,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355725000280/dxcm-20250930.htm,2025-10-30,dxcm-20250930.htm,sec_10q\DXCM\DEXCOM INC\2025_10-Q_2025-10-30_0001093557-25-000280.htm,DXCM
0001093557-25-000243,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355725000243/dxcm-20250630.htm,2025-07-30,dxcm-20250630.htm,sec_10q\DXCM\DEXCOM INC\2025_10-Q_2025-07-30_0001093557-25-000243.htm,DXCM
0001093557-25-000113,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355725000113/dxcm-20250331.htm,2025-05-01,dxcm-20250331.htm,sec_10q\DXCM\DEXCOM INC\2025_10-Q_2025-05-01_0001093557-25-000113.htm,DXCM
0001093557-24-000180,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355724000180/dxcm-20240930.htm,2024-10-24,dxcm-20240930.htm,sec_10q\DXCM\DEXCOM INC\2024_10-Q_2024-10-24_0001093557-24-000180.htm,DXCM
0001093557-24-000144,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355724000144/dxcm-20240630.htm,2024-07-25,dxcm-20240630.htm,sec_10q\DXCM\DEXCOM INC\2024_10-Q_2024-07-25_0001093557-24-000144.htm,DXCM
0001093557-24-000079,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355724000079/dxcm-20240331.htm,2024-04-25,dxcm-20240331.htm,sec_10q\DXCM\DEXCOM INC\2024_10-Q_2024-04-25_0001093557-24-000079.htm,DXCM
0001093557-23-000220,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355723000220/dxcm-20230930.htm,2023-10-26,dxcm-20230930.htm,sec_10q\DXCM\DEXCOM INC\2023_10-Q_2023-10-26_0001093557-23-000220.htm,DXCM
0001093557-23-000174,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355723000174/dxcm-20230630.htm,2023-07-27,dxcm-20230630.htm,sec_10q\DXCM\DEXCOM INC\2023_10-Q_2023-07-27_0001093557-23-000174.htm,DXCM
0001093557-23-000118,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355723000118/dxcm-20230331.htm,2023-04-27,dxcm-20230331.htm,sec_10q\DXCM\DEXCOM INC\2023_10-Q_2023-04-27_0001093557-23-000118.htm,DXCM
0001093557-22-000171,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355722000171/dxcm-20220930.htm,2022-10-27,dxcm-20220930.htm,sec_10q\DXCM\DEXCOM INC\2022_10-Q_2022-10-27_0001093557-22-000171.htm,DXCM
0001093557-22-000146,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355722000146/dxcm-20220630.htm,2022-07-28,dxcm-20220630.htm,sec_10q\DXCM\DEXCOM INC\2022_10-Q_2022-07-28_0001093557-22-000146.htm,DXCM
0001093557-22-000098,0001093557,DEXCOM INC,https://www.sec.gov/Archives/edgar/data/1093557/000109355722000098/dxcm-20220331.htm,2022-04-28,dxcm-20220331.htm,sec_10q\DXCM\DEXCOM INC\2022_10-Q_2022-04-28_0001093557-22-000098.htm,DXCM
0001628280-25-047811,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000162828025047811/ea-20250930.htm,2025-10-31,ea-20250930.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2025_10-Q_2025-10-31_0001628280-25-047811.htm,EA
0000712515-25-000030,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251525000030/ea-20250630.htm,2025-08-01,ea-20250630.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2025_10-Q_2025-08-01_0000712515-25-000030.htm,EA
0000712515-25-000015,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251525000015/ea-20241231.htm,2025-02-05,ea-20241231.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2025_10-Q_2025-02-05_0000712515-25-000015.htm,EA
0000712515-24-000048,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251524000048/ea-20240930.htm,2024-11-01,ea-20240930.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2024_10-Q_2024-11-01_0000712515-24-000048.htm,EA
0000712515-24-000039,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251524000039/ea-20240630.htm,2024-08-02,ea-20240630.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2024_10-Q_2024-08-02_0000712515-24-000039.htm,EA
0000712515-24-000007,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251524000007/ea-20231231.htm,2024-02-06,ea-20231231.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2024_10-Q_2024-02-06_0000712515-24-000007.htm,EA
0000712515-23-000048,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251523000048/ea-20230930.htm,2023-11-07,ea-20230930.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2023_10-Q_2023-11-07_0000712515-23-000048.htm,EA
0000712515-23-000037,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251523000037/ea-20230630.htm,2023-08-08,ea-20230630.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2023_10-Q_2023-08-08_0000712515-23-000037.htm,EA
0000712515-23-000008,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251523000008/ea-20221231.htm,2023-02-07,ea-20221231.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2023_10-Q_2023-02-07_0000712515-23-000008.htm,EA
0000712515-22-000068,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251522000068/ea-20220930.htm,2022-11-08,ea-20220930.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2022_10-Q_2022-11-08_0000712515-22-000068.htm,EA
0000712515-22-000036,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251522000036/ea-20220630.htm,2022-08-09,ea-20220630.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2022_10-Q_2022-08-09_0000712515-22-000036.htm,EA
0000712515-22-000003,0000712515,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251522000003/ea-20211231.htm,2022-02-08,ea-20211231.htm,sec_10q\EA\ELECTRONIC ARTS INC.\2022_10-Q_2022-02-08_0000712515-22-000003.htm,EA
0001065088-25-000127,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508825000127/ebay-20250930.htm,2025-10-30,ebay-20250930.htm,sec_10q\EBAY\EBAY INC\2025_10-Q_2025-10-30_0001065088-25-000127.htm,EBAY
0001065088-25-000077,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508825000077/ebay-20250630.htm,2025-07-31,ebay-20250630.htm,sec_10q\EBAY\EBAY INC\2025_10-Q_2025-07-31_0001065088-25-000077.htm,EBAY
0001065088-25-000061,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508825000061/ebay-20250331.htm,2025-05-01,ebay-20250331.htm,sec_10q\EBAY\EBAY INC\2025_10-Q_2025-05-01_0001065088-25-000061.htm,EBAY
0001065088-24-000199,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508824000199/ebay-20240930.htm,2024-10-31,ebay-20240930.htm,sec_10q\EBAY\EBAY INC\2024_10-Q_2024-10-31_0001065088-24-000199.htm,EBAY
0001065088-24-000145,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508824000145/ebay-20240630.htm,2024-08-01,ebay-20240630.htm,sec_10q\EBAY\EBAY INC\2024_10-Q_2024-08-01_0001065088-24-000145.htm,EBAY
0001065088-24-000076,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508824000076/ebay-20240331.htm,2024-05-02,ebay-20240331.htm,sec_10q\EBAY\EBAY INC\2024_10-Q_2024-05-02_0001065088-24-000076.htm,EBAY
0001065088-23-000038,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508823000038/ebay-20230930.htm,2023-11-08,ebay-20230930.htm,sec_10q\EBAY\EBAY INC\2023_10-Q_2023-11-08_0001065088-23-000038.htm,EBAY
0001065088-23-000026,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508823000026/ebay-20230630.htm,2023-07-27,ebay-20230630.htm,sec_10q\EBAY\EBAY INC\2023_10-Q_2023-07-27_0001065088-23-000026.htm,EBAY
0001628280-23-013570,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000162828023013570/ebay-20230331.htm,2023-04-27,ebay-20230331.htm,sec_10q\EBAY\EBAY INC\2023_10-Q_2023-04-27_0001628280-23-013570.htm,EBAY
0001065088-22-000030,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508822000030/ebay-20220930.htm,2022-11-03,ebay-20220930.htm,sec_10q\EBAY\EBAY INC\2022_10-Q_2022-11-03_0001065088-22-000030.htm,EBAY
0001065088-22-000022,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508822000022/ebay-20220630.htm,2022-08-04,ebay-20220630.htm,sec_10q\EBAY\EBAY INC\2022_10-Q_2022-08-04_0001065088-22-000022.htm,EBAY
0001065088-22-000013,0001065088,EBAY INC,https://www.sec.gov/Archives/edgar/data/1065088/000106508822000013/ebay-20220331.htm,2022-05-05,ebay-20220331.htm,sec_10q\EBAY\EBAY INC\2022_10-Q_2022-05-05_0001065088-22-000013.htm,EBAY
0001104659-25-104386,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000110465925104386/ecl-20250930x10q.htm,2025-10-30,ecl-20250930x10q.htm,sec_10q\ECL\ECOLAB INC.\2025_10-Q_2025-10-30_0001104659-25-104386.htm,ECL
0001558370-25-010768,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837025010768/ecl-20250630x10q.htm,2025-08-07,ecl-20250630x10q.htm,sec_10q\ECL\ECOLAB INC.\2025_10-Q_2025-08-07_0001558370-25-010768.htm,ECL
0001558370-25-006969,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837025006969/ecl-20250331x10q.htm,2025-05-08,ecl-20250331x10q.htm,sec_10q\ECL\ECOLAB INC.\2025_10-Q_2025-05-08_0001558370-25-006969.htm,ECL
0001558370-24-014051,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837024014051/ecl-20240930x10q.htm,2024-10-31,ecl-20240930x10q.htm,sec_10q\ECL\ECOLAB INC.\2024_10-Q_2024-10-31_0001558370-24-014051.htm,ECL
0001558370-24-010647,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837024010647/ecl-20240630x10q.htm,2024-08-02,ecl-20240630x10q.htm,sec_10q\ECL\ECOLAB INC.\2024_10-Q_2024-08-02_0001558370-24-010647.htm,ECL
0001558370-24-006535,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837024006535/ecl-20240331x10q.htm,2024-05-02,ecl-20240331x10q.htm,sec_10q\ECL\ECOLAB INC.\2024_10-Q_2024-05-02_0001558370-24-006535.htm,ECL
0001558370-23-017421,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837023017421/ecl-20230930x10q.htm,2023-11-02,ecl-20230930x10q.htm,sec_10q\ECL\ECOLAB INC.\2023_10-Q_2023-11-02_0001558370-23-017421.htm,ECL
0001558370-23-013204,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837023013204/ecl-20230630x10q.htm,2023-08-03,ecl-20230630x10q.htm,sec_10q\ECL\ECOLAB INC.\2023_10-Q_2023-08-03_0001558370-23-013204.htm,ECL
0001558370-23-008089,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837023008089/ecl-20230331x10q.htm,2023-05-04,ecl-20230331x10q.htm,sec_10q\ECL\ECOLAB INC.\2023_10-Q_2023-05-04_0001558370-23-008089.htm,ECL
0001558370-22-016340,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837022016340/ecl-20220930x10q.htm,2022-11-04,ecl-20220930x10q.htm,sec_10q\ECL\ECOLAB INC.\2022_10-Q_2022-11-04_0001558370-22-016340.htm,ECL
0001558370-22-012280,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837022012280/ecl-20220630x10q.htm,2022-08-04,ecl-20220630x10q.htm,sec_10q\ECL\ECOLAB INC.\2022_10-Q_2022-08-04_0001558370-22-012280.htm,ECL
0001558370-22-007407,0000031462,ECOLAB INC.,https://www.sec.gov/Archives/edgar/data/31462/000155837022007407/ecl-20220331x10q.htm,2022-05-05,ecl-20220331x10q.htm,sec_10q\ECL\ECOLAB INC.\2022_10-Q_2022-05-05_0001558370-22-007407.htm,ECL
0001047862-25-000138,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786225000138/ed-20250930.htm,2025-11-06,ed-20250930.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2025_10-Q_2025-11-06_0001047862-25-000138.htm,ED
0001047862-25-000069,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786225000069/ed-20250630.htm,2025-08-07,ed-20250630.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2025_10-Q_2025-08-07_0001047862-25-000069.htm,ED
0001047862-25-000045,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786225000045/ed-20250331.htm,2025-05-01,ed-20250331.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2025_10-Q_2025-05-01_0001047862-25-000045.htm,ED
0001047862-24-000064,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786224000064/ed-20240930.htm,2024-11-07,ed-20240930.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2024_10-Q_2024-11-07_0001047862-24-000064.htm,ED
0001047862-24-000049,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786224000049/ed-20240630.htm,2024-08-01,ed-20240630.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2024_10-Q_2024-08-01_0001047862-24-000049.htm,ED
0001047862-24-000030,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786224000030/ed-20240331.htm,2024-05-02,ed-20240331.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2024_10-Q_2024-05-02_0001047862-24-000030.htm,ED
0001047862-23-000161,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786223000161/ed-20230930.htm,2023-11-02,ed-20230930.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2023_10-Q_2023-11-02_0001047862-23-000161.htm,ED
0001047862-23-000140,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786223000140/ed-20230630.htm,2023-08-03,ed-20230630.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2023_10-Q_2023-08-03_0001047862-23-000140.htm,ED
0001047862-23-000120,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786223000120/ed-20230331.htm,2023-05-04,ed-20230331.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2023_10-Q_2023-05-04_0001047862-23-000120.htm,ED
0001047862-22-000248,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786222000248/ed-20220930.htm,2022-11-03,ed-20220930.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2022_10-Q_2022-11-03_0001047862-22-000248.htm,ED
0001047862-22-000200,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786222000200/ed-20220630.htm,2022-08-04,ed-20220630.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2022_10-Q_2022-08-04_0001047862-22-000200.htm,ED
0001047862-22-000123,0001047862,CONSOLIDATED EDISON INC,https://www.sec.gov/Archives/edgar/data/1047862/000104786222000123/ed-20220331.htm,2022-05-05,ed-20220331.htm,sec_10q\ED\CONSOLIDATED EDISON INC\2022_10-Q_2022-05-05_0001047862-22-000123.htm,ED
0000033185-25-000064,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318525000064/efx-20250930.htm,2025-10-21,efx-20250930.htm,sec_10q\EFX\EQUIFAX INC\2025_10-Q_2025-10-21_0000033185-25-000064.htm,EFX
0000033185-25-000054,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318525000054/efx-20250630.htm,2025-07-22,efx-20250630.htm,sec_10q\EFX\EQUIFAX INC\2025_10-Q_2025-07-22_0000033185-25-000054.htm,EFX
0000033185-25-000042,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318525000042/efx-20250331.htm,2025-04-22,efx-20250331.htm,sec_10q\EFX\EQUIFAX INC\2025_10-Q_2025-04-22_0000033185-25-000042.htm,EFX
0000033185-24-000063,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318524000063/efx-20240930.htm,2024-10-21,efx-20240930.htm,sec_10q\EFX\EQUIFAX INC\2024_10-Q_2024-10-21_0000033185-24-000063.htm,EFX
0000033185-24-000049,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318524000049/efx-20240630.htm,2024-07-22,efx-20240630.htm,sec_10q\EFX\EQUIFAX INC\2024_10-Q_2024-07-22_0000033185-24-000049.htm,EFX
0000033185-24-000032,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318524000032/efx-20240331.htm,2024-04-22,efx-20240331.htm,sec_10q\EFX\EQUIFAX INC\2024_10-Q_2024-04-22_0000033185-24-000032.htm,EFX
0000033185-23-000045,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318523000045/efx-20230930.htm,2023-10-23,efx-20230930.htm,sec_10q\EFX\EQUIFAX INC\2023_10-Q_2023-10-23_0000033185-23-000045.htm,EFX
0000033185-23-000034,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318523000034/efx-20230630.htm,2023-07-25,efx-20230630.htm,sec_10q\EFX\EQUIFAX INC\2023_10-Q_2023-07-25_0000033185-23-000034.htm,EFX
0000033185-23-000023,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318523000023/efx-20230331.htm,2023-04-20,efx-20230331.htm,sec_10q\EFX\EQUIFAX INC\2023_10-Q_2023-04-20_0000033185-23-000023.htm,EFX
0000033185-22-000058,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318522000058/efx-20220930.htm,2022-10-20,efx-20220930.htm,sec_10q\EFX\EQUIFAX INC\2022_10-Q_2022-10-20_0000033185-22-000058.htm,EFX
0000033185-22-000042,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318522000042/efx-20220630.htm,2022-07-21,efx-20220630.htm,sec_10q\EFX\EQUIFAX INC\2022_10-Q_2022-07-21_0000033185-22-000042.htm,EFX
0000033185-22-000024,0000033185,EQUIFAX INC,https://www.sec.gov/Archives/edgar/data/33185/000003318522000024/efx-20220331.htm,2022-04-21,efx-20220331.htm,sec_10q\EFX\EQUIFAX INC\2022_10-Q_2022-04-21_0000033185-22-000024.htm,EFX
0001095073-25-000086,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507325000086/eg-20250930.htm,2025-10-31,eg-20250930.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2025_10-Q_2025-10-31_0001095073-25-000086.htm",EG
0001095073-25-000061,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507325000061/eg-20250630.htm,2025-08-01,eg-20250630.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2025_10-Q_2025-08-01_0001095073-25-000061.htm",EG
0001095073-25-000042,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507325000042/eg-20250331.htm,2025-05-02,eg-20250331.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2025_10-Q_2025-05-02_0001095073-25-000042.htm",EG
0001095073-24-000046,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507324000046/eg-20240930.htm,2024-11-05,eg-20240930.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2024_10-Q_2024-11-05_0001095073-24-000046.htm",EG
0001095073-24-000037,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507324000037/eg-20240630.htm,2024-08-02,eg-20240630.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2024_10-Q_2024-08-02_0001095073-24-000037.htm",EG
0001095073-24-000027,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507324000027/eg-20240331.htm,2024-05-03,eg-20240331.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2024_10-Q_2024-05-03_0001095073-24-000027.htm",EG
0001095073-23-000048,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507323000048/eg-20230930.htm,2023-11-01,eg-20230930.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2023_10-Q_2023-11-01_0001095073-23-000048.htm",EG
0001095073-23-000039,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507323000039/eg-20230630.htm,2023-08-03,eg-20230630.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2023_10-Q_2023-08-03_0001095073-23-000039.htm",EG
0001095073-23-000024,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507323000024/everestre-20230331.htm,2023-05-04,everestre-20230331.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2023_10-Q_2023-05-04_0001095073-23-000024.htm",EG
0001095073-22-000026,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507322000026/re-20220930.htm,2022-11-03,re-20220930.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2022_10-Q_2022-11-03_0001095073-22-000026.htm",EG
0001095073-22-000017,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507322000017/re-20220630.htm,2022-08-04,re-20220630.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2022_10-Q_2022-08-04_0001095073-22-000017.htm",EG
0001095073-22-000011,0001095073,"EVEREST GROUP, LTD.",https://www.sec.gov/Archives/edgar/data/1095073/000109507322000011/re-20220331.htm,2022-05-05,re-20220331.htm,"sec_10q\EG\EVEREST GROUP, LTD.\2022_10-Q_2022-05-05_0001095073-22-000011.htm",EG
0000827052-25-000100,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705225000100/eix-20250930.htm,2025-10-28,eix-20250930.htm,sec_10q\EIX\EDISON INTERNATIONAL\2025_10-Q_2025-10-28_0000827052-25-000100.htm,EIX
0000827052-25-000074,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705225000074/eix-20250630.htm,2025-07-31,eix-20250630.htm,sec_10q\EIX\EDISON INTERNATIONAL\2025_10-Q_2025-07-31_0000827052-25-000074.htm,EIX
0000827052-25-000043,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705225000043/eix-20250331.htm,2025-04-29,eix-20250331.htm,sec_10q\EIX\EDISON INTERNATIONAL\2025_10-Q_2025-04-29_0000827052-25-000043.htm,EIX
0000827052-24-000075,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705224000075/eix-20240930x10q.htm,2024-10-29,eix-20240930x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2024_10-Q_2024-10-29_0000827052-24-000075.htm,EIX
0000827052-24-000055,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705224000055/eix-20240630x10q.htm,2024-07-25,eix-20240630x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2024_10-Q_2024-07-25_0000827052-24-000055.htm,EIX
0000827052-24-000035,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705224000035/eix-20240331x10q.htm,2024-04-30,eix-20240331x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2024_10-Q_2024-04-30_0000827052-24-000035.htm,EIX
0000827052-23-000084,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705223000084/eix-20230930x10q.htm,2023-11-01,eix-20230930x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2023_10-Q_2023-11-01_0000827052-23-000084.htm,EIX
0000827052-23-000065,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705223000065/eix-20230630x10q.htm,2023-07-27,eix-20230630x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2023_10-Q_2023-07-27_0000827052-23-000065.htm,EIX
0000827052-23-000037,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705223000037/eix-20230331x10q.htm,2023-05-02,eix-20230331x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2023_10-Q_2023-05-02_0000827052-23-000037.htm,EIX
0000827052-22-000076,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705222000076/eix-20220930x10q.htm,2022-11-01,eix-20220930x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2022_10-Q_2022-11-01_0000827052-22-000076.htm,EIX
0000827052-22-000053,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705222000053/eix-20220630x10q.htm,2022-07-28,eix-20220630x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2022_10-Q_2022-07-28_0000827052-22-000053.htm,EIX
0000827052-22-000031,0000827052,EDISON INTERNATIONAL,https://www.sec.gov/Archives/edgar/data/827052/000082705222000031/eix-20220331x10q.htm,2022-05-03,eix-20220331x10q.htm,sec_10q\EIX\EDISON INTERNATIONAL\2022_10-Q_2022-05-03_0000827052-22-000031.htm,EIX
